input_text,label
Berater: Berater: das macht ja eine bank im am stück sie brauchen ja nicht mehrere institute,non_advance
"Berater: ich erwarte dreissigtausend von jemandem ist noch nicht reingekommen, nicht?",non_advance
Berater: Berater: spErrvermerk oder wie?,non_advance
"Berater: ja, würden sie mir bitte noch ihr alter und ihre derzeitige tätigkeit sagen",advance
Berater: das ist aber eine dachwohnung das heißt mit der er - mit der bühne ,non_advance
"Berater: Berater: ich muss die
bestätigung erst rausschreiben, ne?",non_advance
Berater: das ist  aufgrund der bestimmungen das bürgerlichen gesetzbuches nicht statthaft nicht möglich,non_advance
"Berater: wAnn können sie mir den pass dalassen, damit ich die sache bearbeiten kann",advance
"Berater: jetzt muss dieser aufenthalt, den sie seit 94 haben auch möglichst rechtmäßig und gewöhnlich sein",advance
Berater: jetzt muss ich gerade schauen wir haben im moment gar keinen ankaufspreis für bahrain,advance
"Berater: Berater: das ist hier ein bekenntnis zur Verfassung, zur freiheitlich demokratischen grundordnung.",non_advance
Berater: was ist denn gestern oder was haben sie denn gestern miteinander besprochen?,non_advance
Berater: herr keller darf ich noch fragen ist es ein großer betrag?,advance
"Berater: das ist in der regel nicht das günstigste weil sie hier noch relativ  lange, also sieben oder zehn jahre ansparen müssen.",non_advance
Berater: die dohlen und kläranlagen haben sich ja auch verteuert und das zahl ich ja extra bezahl ich extra,non_advance
"Berater: Berater: und dann am besten auch mit den kIndern weil das ist von der seite ein bisschen,das ist, ist schlecht, ja?",non_advance
"Berater: Er meinte also, na ja, autoritär – ich will nicht sagen …
Die können sonst alles, sie können sich frei bewegen
und im Großen und Ganzen viel tun,
sich viel erlauben.",non_advance
Berater: ja ich kann es ihnen gleich sagen (jetzt werde ich es) schnell wiederholen wir haben itheus es ist ein verkauf von fünftausend stück.,advance
"Berater: wir machen eine reihe von Anfragen, ob des auch alles stImmt, dass sie keine sErienstroftäderin sind",advance
Berater: wieviel  quadratmeter wohnfläche haben sie?,advance
"Berater: sie müssen natürlich die angaben auch bestätigen, er hat jetzt halt a weng mitgeholfen, weil sIE sich so gut auf das formular konzentriert haben",advance
Berater: es gibt eine anzuchterde die die zeichnet sich  also die ist eigentlich zum aussäen und nachher zum ver zum pikiern zum weiter vereinzeln.,non_advance
"Berater: Dann werden sie von uns ein schreiben erhalten, diese Einbürgerungszusicherung, die ich erwähnt habe",advance
"Berater:  Berater: Und dieser, das ist  das nennt sich Fristwahrende Anzeige - das ist etwas was Ehepaare machen wenn ja zum Beispiel der Ehepartner kommen soll oder die Kinder̀",non_advance
Berater: und zum datenabgleich hätte ich gern das telefonische kennwort,advance
"Berater: Berater: dann  brauchen wir den passauszug, damit ist gemeint die seiten auf denen ihre
personalien eingetragen sind.",non_advance
"Berater: Klient: dann gibt es andere über die universität, ne?",non_advance
Berater: okay aber sonst macht das ihr kollege ne normalerweise oder grundsätzlich oder machen sie das auch,advance
"Berater: Berater: vor Abholtermin. da kann ich ihnen dann auf alle fälle sagen wie viel geld, ja?",non_advance
"Berater: Berater: so  in zwei wochen, sprich am vierzehnten dürfen sie es, wieder abholen, ich schreib es drauf.",non_advance
Berater: und wenn man diese zellen untersucht kann man also die chromosomen das kindes bestimmen man kann feststellen ob solche störungen chromosomenstörungen dann vorliegen,non_advance
"Berater: : also unterstützen da aber bei der erziehung schon drastisch mit, ne?",advance
Berater: sie müssen uns bitte auch vorlegen den pass und die asylbescheinigung im or kopie plus original das müssen sie vorlegen,advance
Berater: dann mElden sie sich zum Ersten sIebten an die neue adrEsse,advance
"Berater: in togo haben sie aber auch noch vier kinder,
fünf kinder,
ist eine große familie,
aber in deutschland lebt nur der karl.",non_advance
Berater: Und dann können Sie wie gesagt in der Botschaft heiraten aber dann müssen Sie auch bei der Botschaft mal fragen was brauchen Sie alles.,advance
"Berater: das ist in der regel nicht das günstigste weil sie hier no:ch relativ  lange, also sieben oder zehn jahre ansparen müssen und in der zeit zinsen zahlen.",non_advance
"Berater: dann müssten sie also sicherlich rechnen zirka fünfzehnhundert mark für die beiden erwachsenen, und dreihundert mark für jedes kind also zweitausendeinhundert mark die verbleiben.",advance
"Berater: und dann sprühen sie das rein ganz genau
",advance
"Berater: da mÜsstn sie bitte noch Eintragen? die gesAmtdauer das aufenthaldes? wie ihr unterhalt
hier in deutschland? Ähm, wie bestrEiten sie ihren lEbensunterhalt?",advance
Berater: wie lange geht das ganze prozedere?,advance
"Berater: Berater: richtig, weil er der ehemann von meiner fr heutigen frau ist.",non_advance
"Berater: das kann ich so nicht sagen,da müssen sie erst mit ihrem einkommen mal komm",advance
"Berater: Berater: dazu bekennen sie sich, ne?",non_advance
"Berater: Ja, da habt, ah hast Du da also mitgeholfen, im Stall ausgeholfen?",non_advance
Berater: schauen wer uns mal den ganzen alten vorgang durch. wir haben schon einige jAhreszeugnisse.,advance
Berater: also sie möchten das in banknoten kaufen welche währung? nein verkaufen verkaufen,non_advance
Berater:  ist das das ist ihr original da brauch ich eine kopie,advance
"Berater: wie sieht das aus mit fördermitteln auch zu einem kAUf das hauses, ist das überhaupt möglich, oder muss man da sich jetzt nUr bei einer bank den kredit jetzt suchen oder wie verhält sich das",advance
Berater: ich kann ihnen sonst wenn sie wollen kann ich ihnen ein beleg nach hause schicken wenn das ihnen nutzt,advance
Berater: von den kIndern haben sie Auch welche gemacht?,advance
Berater: insgesamt haben wir vier stunden zeit  welches dieser beiden anliegen würden sie denn priorisieren?,advance
Berater:  wir müssen jetzt nur noch mal prüfen wer ist wieder  wirklich ausbildungswürdig und ausbildungsfähig,advance
"Berater: dann würd ich einfach mal gucken ob wir das noch vorrätig haben
",advance
Berater: ich habe diesen normalen hansaplascht draufgemacht und die sind dann mit der wunde verklebt,advance
Berater: Berater: und sie be- ba- beziehen aber trotzdem jEtzt schon das stipendium?,non_advance
Berater: das müsste dann wahrscheinlich ein tai  tailliertes  ix el oder so was sein nee das haben wir nicht die größe haben wir grade nicht da.,non_advance
"Berater: Also, informationsabend des deutschtests, den haben sie besucht?",advance
"Berater: Berater: jetzt bitte noch eine erklärung 
gegen sie sind kEInerlei straftaten oder ordnungswidrigkeiten anhängig, es gibt -  sie haben keinen ärger mit der polizei?",non_advance
"Berater: war das der auf-, war das die ausreise nach deutschland?",non_advance
"Berater: ja, wenn es geht am besten das einfachste ist einfach nur rausschneiden",advance
Berater: die wächst wo natürlich die sonne kommt da wächst er natürlich hin,non_advance
"Berater: Berater: Es sei denn, man arbeitet oder man hat geheiratet oder die Familie wohnt  also der Ehemann oder so wohnt woanders.",non_advance
"Berater: das ist schön, das heißt, die wirtschaftlichen voraussetzungen für die einbürgerung liegen",advance
"Berater: immer wenn frauen 
wirklich immer wenn unsere gäste mit tasche da stehen denkt er er bekommt eine weil viele bringen ihm leckerli",non_advance
"Berater: Berater: nee, oder ein abschlusszeugnis meinetwegen die zehnte klasse oder auch die neunte wie auch immer oder von der berufschule da reicht dann jeweils eines, ok?",non_advance
Berater: das haben sie mit ihrem anwalt auch besprochen denke ich oder?,non_advance
"Berater: danke auch für ihre mitwirkung. ich glaub, wir müssen hier noch was unterschreiben.",advance
"Berater: Berater: gleich wieder reinschaun, nicht warten, einfach gleich wieder reinkommen.",non_advance
"Berater: Wenn der sich ein Ziel setzt, nachstes Jahr ein Mokick zu kaufen, das kostet, das kostet dreitausend zweitausendachtundneunzig Mark",non_advance
Berater: ich müsste mir bei der ka ka ha ein pflegevertrag oder  ich weiß nicht wie das  heißt abholen ja?,non_advance
"Berater: Berater: ja, aber durch die eu länder kann man schon mit diese karte, mit dem ausweis.",non_advance
"Berater: Berater:ich stell ihnen gern eine aus, kei problem.
ich gebe ihnen eine bestätigung, der aufenthaltstitel ist ja noch gültig.",non_advance
"Berater:  Aber das  kam von der Aor, ein Blutgefäß war das.
 
",non_advance
Berater: ja und den füllen wir aus beziehungsweise mein vater,non_advance
"Berater: wie hat die packung von der farbe her ausgesehen, von der farbe her?",non_advance
Berater: also sie möchten das in banknoten kaufen welche währung?,advance
Berater: also entweder sie ziehn ihn zurück dann brauch ich die unterlagen nicht oder sie schicken mir das in kopie  also müssen sie dann bringen weil wir müssen das prüfen.,advance
Berater: sobald uns die das übermitteln kriegen sie die dreihundertdreiundsechzig euro ausbezahlt,advance
"Berater: Beide Formen sind abhängig von Ihren Einkommensgrenzen.
",advance
Berater: Berater: und warum hat er dann nicht gleich eine neue bestellung AUsgelöst?,advance
Berater: ihr vater heißt mit vornamen? prasolov. ja ne mit vornamen?,non_advance
Berater: ja sie müssten dann dachgeschoß ausbauen oder anbauen,advance
Berater: Also wir haben einen lEbenslauf. da haben sich jetzt ein paar jahre angschlossen.hat sich was entscheidendes geändert in ihrem leben?,advance
"Berater: Berater: also sie versuchen den menschen die sprachhemmnisse gegenüber behörden zu nehmen, habe ich das richtig
verstanden?",non_advance
Berater:  dürfte ich vielleicht  während dem bewerbungscheck ein bisschen mitschreiben,advance
Berater: HIEr steht  dEUtschtest. muss ich den Auch machen?,advance
Berater: zehntausend euro dürfen sie im jahr dazuverdienen das wird nicht so viel gewesen sein,advance
Berater: sie haben von mir eine bestÄtigung bekommen,advance
"Berater: ja, kriegen sie sofOrt den pass",advance
Berater: sie müssen auf jeden fall einen neuen antrag stellen,advance
Berater: Berater: im regelfall lohnen die sich nicht lohnt sich das nicht wenn man die so lange nachspart ne?,non_advance
Berater: und wie lange dauert das zum Beispiel mit der Rückerstattung?,advance
"Berater: Berater:  und in zwei wochen, sprich der nEunzehnte
ja?",non_advance
"Berater: ich frag ihn dann auch noch wie ich das am besten auf hemden auftröpfel
",advance
"Berater: ich warte schnell auf einen anruf eines kollegen der mir da irgendetwas sonst würde ich nochmals anrufen,",advance
"Berater: wenn er jetzt zum Beispiel die Fernsteuerung kauft, das ware eine einmalige Anschaffung, jetzt geht's aber weiter, er braucht Akkus zum Laden, da kostet einer sechsunddreiBig Mark. Aufladen.",non_advance
"Berater: Ja das hat ah, na urn die, das hat dreihundert Mark gekostet, dort. Dann hat der noch Schuhe und Trainingsanzug, also, da dürfen Sie auch mit, das ist aber, das ist aber normal, daß das so ist, das ist also nichts AuBerplanmaßiges.",non_advance
Berater: nur eisenswal  eisensulfat  das das moos abtötet das wird dann braun und trocken un dann können sie noch leichter raus,non_advance
"Berater: Berater: der rEchtsanwalt, der wird sich von mIch, von mIr nicht beEinflussen lassen",non_advance
"Berater: also es ist kein ärztliches attest erforderlich, sonder sIE trEffen eine EIgene aussage zu ihrem gesundheitszustand",advance
"Berater: Berater: also sie lassen sich ein foto machen, sie können es nächste woche bringen, das foto?",non_advance
Berater: und dann gibt es düfte wie die tatsächlich sehr rar sind und sehr wie soll ich sagen nicht überall zu finden sind sehr besonders sind sehr außergewöhnlich sind wie zum beispiel molekulardüfte (düfte die nach klänge gehen,non_advance
"Berater: also einmal die urkunde selbst und einmal eine deutsche übersetzung, weil da nämlich ihr vatersname draufsteht.",advance
Berater: ist diese duftkultur für dich wichtig wie gehst du vor  erzähl mir deine duft so bisschen in meine duftwelt eintauchen kannst,advance
"Berater: sie sind jetzt schon im masterstudium?
",advance
Berater:  ja. sie haben ja auch einen Antrag auf einen Staatsangehörigkeitsausweis.,advance
Berater: also die bestätigung stimmt überhaupt nicht überein mit dem was da  im ha vau be drinnen ist,advance
"Berater: Aber ich glaub' trotzdem, daB da, daB das Verhaltnis zu den zwei, zu meinen zwei Buben eigentlich nicht schlecht ist, aber auch nicht ganz so, wie es vielleicht sein, vielleicht habe' ich auch grad in puncto schulisch ein biBle mehr erwartet, und, man sagt ja immer der, die Kinder sollen es besser haben wie die Vater.",non_advance
"Berater: ich glaub die kollegin möchte noch, dass sie das unterschreiben?",advance
Berater: das können sie unbedingt tun. also ich würde mich an die karuda indonesia dIrekt wenden,advance
"Berater: Das kann ich jetzt im Moment nicht sagen weil ich die heutigen Labor die Tumormarker natürlich noch nicht habe von heute.

",non_advance
Berater: und  wann haben sie die philippinen das erste mal verlassen ?,advance
"Berater: okay, ich stelle ihnen das doch nochmals zu jetzt für strich 60 strich 2",advance
Berater: wobei sie ja den vorteil haben für das latinum ein semester abziehen zu können also für  das kleine latinum steht ihnen ein semester mehr zur verfügung,non_advance
Berater: okay herr keller ja sie möchten einen verkauf aufgeben und der ist bis jetzt noch) nicht zustande gekommen,advance
Berater: hat es überhaupt sinn sich kaufobjekte anzusehen oder ist das doch nicht machbar?,advance
"Berater: Berater: ich nehm jetzt das schrei, das das bIld",non_advance
Berater: ich hätte eine frage was kostet das aktiendepot bei ihnen?,advance
Berater: Berater: gut was ist ihre ihr vorschlag?,non_advance
"Berater: Klient: mit vorname sylo, also vorname ist sylo",non_advance
"Berater: aber ich denke, das war alles in ihrem ßInn, sie haben den antrag so unterschrieben, mit diesen angaben. ist alles in ihrem interesse, ne?",advance
"Berater: Berater: Bevor Sie heiraten… brauchen Sie aber einen Pass, verstehen Sie was ich meine?",non_advance
Berater: Berater: sind sie immatriku- haben sie irgendwelche Unterlagen dabei woraus ich ersehen kann sind sie schon immatrikuliert?,non_advance
"Berater: und wir würden mit diesem neuen sachen besser zu rande kommen, weil mein mann arbeitslos ist.",advance
Berater: so habe ich es mir schon fast gedacht dass sie mir jetzt hier nicht am telefon sagen,advance
Berater: es ist nicht so einfach das zu bekommen aber es ist auch die währung in syrien ist ist nicht eigentlich zu euro,advance
"Berater: Berater: krankenversicherungskärtchen. das kärtchen, das man beim Arzt vorlegt das bräuchten wir in kopie.",non_advance
"Berater: Sag' mal, wie siehst denn Du das mit der Schule? Ist das für Dich auch ein Problem? Meinst', das geht gut mit der Schule wie die Noten sind?",non_advance
"Berater:  Das sind
 nur Sprachuntersuchungen, die da
 gemacht werden ne Sprachuntersuchungen.
",non_advance
Berater: das war der eine wo ich mir mal in london bestellt habe wo ich meine bonuszahlung bei meinem früheren arbeitgeber und ich dachte jetzt will ich irgendwas was habe ich mir das in london in der floris bestellt.,non_advance
"Berater: gut, jawoll. das ist alles vollständig. so, sie haben alles gut verstanden, so gut ist ihr deutsch, ja?",advance
Berater: eine andere frage eine limite kann man die mit der zeit auch abmachen?,advance
"Berater: was mir zunächst
wichtig erscheint isch die tatsache daß man die
frau dachgarten auffordern sollte sich dahin
zu äußernwie sie auf diesen  wie sie
auf diese  summe von zwanzig mark gekommen ist",non_advance
"Berater: ich würde sAgen, dieses
antragsformulAr, das lassen wir jetzt erst mal außen vor",advance
Berater: die wohnungsbauförderung gilt wohl nur für neunzehnhundertfünfundneunzig,advance
"Berater: aber auf jeden fall haben sie da ein recht dafür, weil der reiseverlauf nicht eingehalten wurde",advance
"Berater: Berater: n. Ich wir können dann die sache weiterbearbeiten, die ganze sache wird allerdings noch längere zeit in anspruch nehmen.",non_advance
"Berater: Wenn ich halt hin-, wenn er halt hingefahren ist, dann ist der Leiding oder so auch dabeigewesen.",non_advance
Berater: dann muß ich also zuerst einen Antrag  bei ihnen stellen?,advance
Berater: Berater:  das müssen sie bitte ausfüllen alles ausfüllen.,non_advance
"Berater: also, ist, haben sie das alles verstanden?",non_advance
Berater: Berater: wird der denn mit vermögenswirksamen leistungen bespart?  gehen die in den bausparvertrag?,non_advance
Berater: wir haben grundsätzlich zwei welten an parfüm  wir haben zwei welten designerdüfte wie chanel yves saint laurent oder oder oder und einmal wirklich kleine manufakturen  kostbarkeiten anderartige düfte,non_advance
Berater: alte abteilung mein ich mein ich also diese organisation wo linguistik und mediavistik unter einem dach sind,non_advance
Berater: Was behandelt belastet Sie am meisten jetzt?,non_advance
Berater: das ist ein betrag von achthundertvierundachzig franken fünfundsechzig,advance
Berater:  sind die schon zu uns geschickt worden um zu überprüfen ob die ein bildungsgutschein auch dafür bekomm können?,advance
"Berater: 
bitte organisieren sie uns das wieder so wie letztes jahr
 

",advance
"Berater: okay, dann können sie da auch ausfüllen",advance
Berater: dann habe ich noch eine frage  ob das andere in ordnung ist; sonst muss ich da noch was verlangen.,advance
"Berater: Berater:  den antrag zurückdatieren sowas mach wir gleich gar nicht, okay?",non_advance
"Berater: Der hat uns gekündigt und unter diesem ah, unter dieser Kiindigung hat derjenige, der, der das Haus gekauft hat, hat er es iiberhaupt erst gekauft.",non_advance
Berater: Berater: wobei sie ja den vorteil haben für das latinum ein semester abziehen zu können also für das kleine latinum steht ihnen ein semester mehr zur verfügung,non_advance
Berater: jetzt wollte ich fragen wie ich vorgehen muss denn ich bin jetzt gerade in basel ob ich da auf eine x-beliebige sb gehen kann oder nicht.,advance
"Berater: Berater: das ist aber relativ  relativ schlecht, oder?",non_advance
Berater: wir müssen natürlich das ganze verfahren jetzt wieder auf einen aktuellen stand bringen,advance
"Berater: A:lso,  dann bekomm ich drEIßich euro von ihnen bitte, frau sIm",advance
"Berater: ich habe vorhin mal nen blick in die ausländerakte geworfen, die visumszustimmung hat der herr winkelmüller gemacht, damals, 1994, richtig?",advance
"Berater: es ist ja auch so, wenn; sElbst wenn- wenn die äthiOpische bOtschaft- die lässt sich vonvon
mEin gesprächen nicht beEindrucken; wenn- weil dIe haben ihr Eigenes hohheitsgebiet",advance
Berater: haben sie eine tElefonnummer aufgeschrieben?,advance
"Berater: sie könnten noch `n andern job Auch noch nebenbei machen, Oder sie können sich
evEntuell sElbständich machen",advance
Berater: Der erste war wirklich hübsch – also für meine Begriffe war er schön.,non_advance
"Berater: Ich habe bisher keinen Bausparvertrag
und bin eigentlich zum ersten Mal in der Lage,
mich für den Erwerb – also den Immobilienerwerb – zu interessieren.",non_advance
Berater: also meines erachtens wäre sie wenn man von den fünfzig mark einmal als berechtigter summe ausgeht  wäre sie berechtigt wenn sich seit neunzehnhundertundOliachtundsechzig seit also abschluß das mietverlltrages seit zwei jahren nun der mietpreis nicht nur unwesentlich sondern entscheidend geändert hätte der der ölpreis entscheidend geändert hätte,non_advance
Berater: könnte ich die frau birrer haben bitte birrer haben sie gesagt? ,non_advance
"Berater: Berater: ich kann ihnen da keine termine geben, herr zheng, gEht nicht. ok?",non_advance
"Berater: Wobei Sie ja ein Auslandssemester haben – soweit ich das sehe.
Das können Sie abrechnen die können Sie anrechnen lassen",non_advance
Berater: ja  also wenn sie eben nur wegen das heizöls oder wegen dem heizöl da Irgendwelche bedenken haben dann wurde Ich doch sie mal fragen welcher betrag von diesen zwanzig mark auf heizöl entfällt.,advance
Berater: und was machen sie dort  für ein studium?,advance
Berater: das sind so dinge die bei uns ausmachen also uns  als nader roshdi ausmachen    ,non_advance
"Berater:  Also, statt Althochdeutsch heißt es „Linguistik II“ und bezieht sich auf die historische Sprachwiss Sprachstrukturen das Deutschen.",non_advance
"Berater: gut wunderbar, sehe ich schon, das dürfen sie für sich behalten.",advance
Berater: da müssten sie angeben wie viel sie verdienen werden,advance
Berater: ich mache ein protokoll dass wir gesprochen haben und da lege ich die unterlagen dazu,advance
Berater: deswegen wäre es vielleicht am besten wir suchen von dem motiv einfach ma alle raus,advance
Berater: Berater: Und der Sohn geht schon zur Schule? Das Kind?,non_advance
Berater: damit   endet zunächst einmal die vOrprüfung ihres EInbürgerungsantrages,advance
Berater: sind sie zum studium hier?,advance
"Berater: ich kann mich wertschätzen, ich kann mich anerkennen ist eine ganz wichtige fähigkeit",non_advance
"Berater: ich kenne nur so ein viereck, also das hat vier felder",non_advance
Berater: ich meine wenn ein wenn so ein problem auftaucht der herr birrer ist mein kontaktperson betreuer kundendienstbetreuer der hätte mich anrufen können weil ich jetzt  diese gerade eurocard die sind absolut nicht flexibel.,non_advance
Berater: ah die silke auch also nicht die silke meine silke die bei mir arbeitet.,non_advance
Berater: weil sie sich ja bereit erklärt haben die entlassung aus der staatsangehörigkeit zu betreiben; das haben sie mit ihrem anwalt auch besprochen denke ich oder?,advance
"Berater: Da hat er sich also wirklich darüber aufgeregt,
auch, dass ich dass der Erwin nicht hören wollte und sich nichts sagen lassen wollte",non_advance
"Berater: gut herr nambUri, wir haben jetzt die nächste hürde im erinbürgerungsverfahren genommen, also sie haben die genommen.",advance
Berater: also die zusicherung geht an den anwalt und der wird ihnen dann bescheid geben,advance
Berater: Berater: und sie wollen ein häuschen bauen und dazu haben sie fragen. häuschen bauen möchte ich nicht. ich möchte grUndstück kaufen.,non_advance
Berater: dann kann ich ihnen nur sagen nehmen sie guten rat an.,advance
Berater: Was hat Ihr Anwalt gesagt zum heiraten?,advance
Berater: ich möchte mein pAss abholen,advance
Berater: ja wie aktuell ist denn jetzt der kurs den sie haben?,advance
Berater: mit der frau komm ich so und nein nein mit der frau komm ich sowieso nicht klar,non_advance
Berater: das zeugnis wird nämlich wahrscheinlich dann sogar in traun anerkannt weil die kein lateinum erfordern kein latinum,non_advance
Berater: In die WOS? Was ist denn das?,non_advance
"Berater: Berater: die dame, gehört die zu ihnen gehört die zu Ihnen?",non_advance
Berater: sie hat versucht mir zu erklären wie die firmenstruktur funktioniert,advance
"Berater: guten mOrgen, mein name ist Ilona rIsa,
ich brauche formulAre für Einbürgerungen",advance
"Berater: Diese Ressourcen – das ist ja jetzt nicht etwas, das von Gott gegeben in die Wiege gelegt wurde, sondern wir bilden sie aus im Laufe unserer unserers heranwachsens
",non_advance
Berater: dann will dann will ich ihnen kurz erläutern weil mein vorschlag wäre dass mir mal so auf ihre internen ressourcen schauen blicken sie  da dann schneidet es sich auch so ein stückchen mit dieser sich selbst verstehen oder selbstreflektion.,non_advance
"Berater: das wird etwas einfacher, wenn wir ihr verfahren nicht unserer regierung vorlegen müssen",advance
Berater: wie viele personen leben im haushalt?,advance
"Berater: und dann muss ich noch irgendwie was draufschreiben, dass es gerade richtig hinkommt oder?",non_advance
"Berater: und irgendwie  war  mein erster gedanke ob das daran liegt weil man quasi ja mit andere personen zusammenarbeitet und deswegn andere aufgaben entstehen 
",advance
Berater: ich habe bei ihnen ein privatkonto und wollte fragen ob seit august da zahlungen eingegangen sind?,advance
Berater: bloß fragt sich das natürlich ob die frau dachgarten damit einverstanden ist ob sie das will nicht,non_advance
"Berater: Und das ist Dir verwehrt worden, oder wie?",non_advance
Berater: also sie haben im wintersemester sechzehn an der te u begonnen und da wurdn ihnen zwei semester aus syrien anerkannt,advance
"Berater: Berater: ja, haben sie die kassette ja, haben sie die kassette zu hause?",non_advance
"Berater: hier gelten leider, da es sich nicht um eine neugebaute eigentumswohnung handelt, nicht, da gelten nicht diese fördermittel",advance
Berater: das neueste hast du gesagt der neue duft ist das.,non_advance
"Berater: sie könnten auch das geld eventuell aufnehmen bei einer bei der cOsmosversicherung, die könnten sie mal ansprechen",non_advance
Berater: Berater: das ist der antrag den man zur eröffnung braucht zuschicken der ist aufgebaut: zuerst ihre persönlichen daten und dann noch welches konto sie gerne hätten und auf der zweiten seite wären dann so zusatzinformationen also zusatzdienstleistungen muss ich so sagen wie internet banking und EC karte und solche sachen,non_advance
"Berater: ja. dann haben sie also anspruch sagen wir wenns hundert quadratmeter wÄren, könnten sie fünfzigtausend mark ka ef we kredit bekommen?",advance
Berater: das geht ja wirklich nur um die reinen sachkosten also schreiben drucken und so weiter,non_advance
Berater: dann haben die das hier mitbekommen esprit das geschäftes wie ich berate wie ich vorgehe alles mitbekommen.,non_advance
Berater: Wie lange waren sie inskribiert an der TU?,advance
"Berater: ein pAssfoto benötigen wir nicht mehr, 
da haben wir Eins,
 ",advance
Berater: sie merken dar an wenn ich das so sage da es aLso sowohL  bei dem mann wie auch bei der frau eben 1 sein kann  also sowohl väterlicherseits wie mütterlicherseits in den keimzellen passieren kann,non_advance
"Berater: Berater:ja richtig, das war für das visum gewesen. und da ist das nicht so  maßgebend, ja?",non_advance
Berater: der pass bleibt jetzt zwei wochen bei uns,advance
Berater: Berater: und was heißt das eigentlich jetzt was sie sagten ein  das darlehen ein wie war das ein erst…?,non_advance
Berater: sozialhilfe vom jahr zweitausendsechzehn bitte also die mindestsicherung dazulegen,advance
Berater: leider habe ich von heute keinen einzigen verkauf der bei ihnen gemacht worden ist,advance
Berater: sie haben  einen kreditanspruch in höhe von  bis zu ünfhundert mark pro quadratmeter wohnfläche,advance
"Berater: Klient: lehrerin sagt, umziehen ist sehr sehr schlimm zum erk, zum erziehung, also lehrerin sagt
umziehen, das ist, ja das ist nicht gut",non_advance
Berater: in dem fall wird das nur noch einmal bezahlt richtig oder?,non_advance
"Berater: muss sie noch mal rein, frau X? oder ist sie fertig?",advance
Berater: Klient: ich habe in Iran ich habe viele Firma drei Firmen gehabt.,non_advance
Berater:  dann kriegen sie eine bessere einschätzung ein besseres gefühl wenn man das ein paar mal macht kann man so besser einschätzen wie lang  dauert das,non_advance
Berater: hAtte ihr mann paragraf vIer oder paragraf sIeben damals?,advance
"Berater: Weil an dem Hang sind, haben beide schon einen Skikurs mitgemacht.",non_advance
"Berater: Zum Dritten ist natürlich auch dadurch das Tempo – also das psychische Arbeitstempo –
bei der Leistung nicht so hoch wie bei anderen Kindern.
Ansonsten hat er wunderbar abgeschnitten.",non_advance
Berater: ens zwei drei vier fünf sechs sieben acht neun zehn sie haben bereits zehn semester achitektur absolviert,advance
Berater: Berater: es hilft ihnen ja  ihre belastung zu reduzieren beziehungsweise ihren eigenkapitaleinsatz nicht so hoch zu gestalten,non_advance
Berater: haben wir das verfahren ruhen lassen?,advance
"Berater: wenn sie den antrag abgeben, da bekommen sie dann eine termin und wEiterer bestandteil ist ein bekenntnis zur freiheitlich demokratischen grUndordnung, des hat mer irgendwann mal im soziAlkunde unterricht gehört, gell",advance
"Berater: sie bekommen von mit den AUsweis. mIt ertEilter Aufenthaltserlaubnis,",advance
"Berater: das wollte ich nur wissen, weil mich das sehr interessiert weil wir eben da sehr von betroffen würden",advance
"Berater: Berater: wann ausgestellt,von wem haben sie den pass, pAssbehörde in?",non_advance
Berater: die heißen auch ma terre de perse  ne  der persische erde,non_advance
Berater: und sind seit wann wieder hier?,advance
Berater: Berater: also heute hat er den ganzen tag/ hat er um null komma 1 8 7 5 bis null komma 1 2 5 geschwankt also hat rechte schwankungen,non_advance
"Berater: , wenn Sie wollen, installieren wir auch entsprechend das Windows . komplett im Netz, das heißt also auch die entsprechenden Applikationen, die hier. unter Windows laufen, entsprechend im Netz.",non_advance
Berater: wenn sie wollen können sie auch vor dieser vernehmung einen rechtsanwalt befragen oder auch über ihren rechtsanwalt dann die angaben machen es liegt also bei ihnen was sie machen wollen,advance
"Berater: ja, nehmen sie platz. jetzt ganz kurz: wir haben uns schon emal unterhaldn, sie haben auch schon emal einbürgerungsantrag gestellt.",advance
Berater: Also tut mir Leid um Ihre Situation also es scheint auch nicht so leicht zu sein.,advance
Berater: das ist ein proseminar das ist ein proseminar was rodenberger macht,non_advance
Berater: was haben sie konkret getan also ihre handlungen würden mich dann da mal was haben sie noch gemacht,non_advance
"Berater: dann gebe ich ihnen mal einen Antrag mit, für eine nIederlassungserlaubnis?
 
",advance
Berater: was wollte ich jetzt noch fragen eben einzahlungsscheine die einzahlungsscheine kommen dann schon mit dem namen und so?,advance
"Berater: jetzt herr keller zur identifikation, könnten sie mir noch ein paar angaben machen zum konto- zum beispiel regelmässige ein oder ausgänge und vielleicht haben sie daueraufträge?",advance
Berater: wie empfindest du die düfte erklär mir mal wie beschreibst du selber diese düfte  wie würdest du die beschreiben,non_advance
Berater: sie wollen die Aufenthaltserlaubis verlängern?,advance
"Berater: also würde ich ihnen jetzt mal raten, eben einen aktuellen pAssauszug noch nachzureichen",advance
Berater: also muss das nach dieser verordnung übersetzt werden,advance
"Berater: Berater: und das, Und das gEld, Und das geld, ok?",non_advance
Berater: Klient: ja; wir haben sowieso also wir haben beide lebensversicherungen aber die sind ja erst jetzt  nach der wende abgeschlossen worden da kommt ja nichts raus.,non_advance
Berater:  und auf dIeser bestätigung steht der Abholtermin drauf,advance
"Berater: Es ist so, die identität muss zweifelsfrei nachgewiesen werden. Es muss ein dokument sein, wo die wahrheit drin steh",advance
