input;end_label
"RICHtig.
wo Sie dann einfach die bücher auflisten; also die themen auflisten; die bücher, und vielleicht stichpunktartig ein paar schwerpunkte; die da sich aus der lektüre ergeben. genau.";non_advance
"also hierzu jetzt ne
genau. also zur münd-
lichen prüfung. genau machen wir das so";non_advance
"na schön; haben Se gleich material, eigenmaterial.
als prüfungsthema sogar;";non_advance
"gut soll ich Ihnen da auch eine einen aufsatz den aufsatz hier mit kopieren, oder;";non_advance
"also wenn Sie n mit dazunehmen könnten  haben wir eine einstündige prüfung; oder;
einstündich.
";non_advance
"ich hab da noch nichts zu also ich hab mich mit den büchern halt ausnandergesetzt; vor allen dingen mit dem zweiten aber man muss ja auch gucken wie das aufgenommen worden ist";non_advance
"Jetzt schauen wir uns mal diese Anlage an.
Ich denke, Sie kennen diese Anlage.
Sie kennen diese Anlage hier – das Schaltbild.";non_advance
"Woher, Ich frage nur, ob er das schon einmal gesehen hat.
Woher kennt er das?";non_advance
"Beginnen Sie doch einfach mal bei „Zündung ein“. Wir fangen vorne an – ganz einfach.
Sie haben das jetzt von hinten aufgezäumt.
Vielleicht können wir das Ganze mal von vorne machen";non_advance
"Gut, seid ihr damit einverstanden?
Seid ihr bisher mit seinen Ausführungen einverstanden?";non_advance
dar darst darstellt und damit auch erinnerung gedächtnis in beschon in bestimmter weise darstellt] vielleicht gehen wir mal von fi von der von der dargestellten wirklichkeit dieser welt aus dass man sagen erst mal ganz naiv sagt;non_advance
m prinzip is das jetz richtig aber wir können ws doch wohl etwas präzisieren [verfeinern]  bei mer b bei mer bei bei  bei dem ersten was sie genannt haben °h bei dem rein °hh erzähltechnischen °hh   also;non_advance
wie s wie wird sie vermittelt  dies[er akt der erinner]ung an diesem einen tag   im september neunzehnhundertachtnfünfzig ;non_advance
"Was passt denn nicht zu unserer Aufgabenstellung?
Was passt von diesen Punkten nicht zu unserer Aufgabenstellung?";non_advance
"Los geht’s!
Was stört euch an der Sch an der Bemerkung hier?";non_advance
"Bei Ihnen, Marina, war es, glaube ich, fast die Rettung – was den Fehlkurs betrifft.
Das heißt, bei Ihnen sind es dann …
sechs …
insgesamt – nee, Moment –
doch, sechs Punkte insgesamt.";non_advance
"Ohne das Referat wäre es eng geworden – das hätte zwar, glaube ich, noch knapp für die Fünf gereicht,
aber …
das sind dann nur die …
das sind dann die sechs geworden.";non_advance
"Ihr habt ja jetzt eure Gesamtpunktzahl auf dem Blatt stehen,
und ihr kennt bestimmt auch den Notenschlüssel, oder?
Das ist ja immer dasselbe – in allen Feldern ah Fächern lernfeldern des gleiche";non_advance
"dann könnt ihr ja wirklich so vorgehen ja dass_er
dass_er euch selbscht mit  mit_ner art checkliste überprüft
des heißt ihr geht  aus allen einundzwanzig überschriften geht_er die punkte durch vergleich 
";non_advance
"Wie sieht es denn aus mit der gesetzlichen Rücklage? Wie ist die gesetzliche Regelung?
";non_advance
der yilmaz sagt jetzt scho er hat ewig gesucht  er hat ja au er ist ja au fertig geworden  aber;non_advance
  wir wollen SELBER einen Leporello erstellen, so n Faltbuch, da brauchen wir ein bisschen mehr Zeit, weil's mit Scheren und so was ja ausgeschnitten werden muss.  ;non_advance
Also], wir, wir stellen [uns jetzt] [Jeder] stellt seine eigene dar und dann können wir gucken, wie vielfältig jeder ist, wie jeder un- [unterschiedlich;non_advance
Die Gruppe 1 darf beginnen und der Rest darf bitte ergänzen, ihr dürft auch wieder untereinander Anmerkungen haben, diskutieren.;non_advance
Bei der ersten Frage haben wir {halt dann die} [...] die Herkunft {einfach} bzw. auch.. Bei der ersten Frage haben wir jetzt einfach erst mal die Herkunft.;non_advance
 Würd ich bitte, , würd ich bitten, mit dem Tisch anzufangen, und den anderen mitzuteilen, was eure ERGEBnisse sind. ;non_advance
 Haben wir noch ne Frage? (S5 and S6) Nein. Das waren alle. Das waren alle. ;non_advance
Vorne, also bei der Vorderseite, hier (shows the cover and the back of the leporello sleeve) und da hinten ist ein Schreiber, also jemand der schreibt.;non_advance
Ich glaub, ich bin der Meinung, dass das eine Stadt ist [...] in der jeder toleriert wird- wie heißt das? Toleriert? Ja, ne?;non_advance
 Also ich fasse eure Sprachlosigkeit mal so zusammen, dass es für euch SO offensichtlich ist, dass die Vielfalt des Menschen einfach DA ist und ihr das für euch so AKZEPTIERT? Dass ihr das gar nicht in Frage stellt? Ja?;non_advance
 Also ich fasse eure Sprachlosigkeit mal so zusammen, dass es für euch SO offensichtlich ist, dass die Vielfalt des Menschen einfach DA ist und ihr das für euch so AKZEPTIERT? Dass ihr das gar nicht in Frage stellt? Ja?;non_advance
Würdet ihr das so unterschreiben? Stimmt das so? ;non_advance
Also wir werden unser Leporello oder wie das heißt so gestalten, dass wir am Anfang ein Bild de- der Gemeinsamkeit haben, also die Gemeinsamkeiten, die wir alle haben,;non_advance
[Ja, aber,] können da die anderen vielleicht mal darauf reagieren, was mit ernst nehmen, könnt ihr das ergänzen, könnt ihr das, , so formulieren, dass es vielleicht, , S2?;non_advance
So, jetzt haben wir hier 26 unterschiedliche Menschen, was heisst hier vielfältig, konkret? S27. Ja, aber was heisst das für euch konkret?;non_advance
Wer kann und denn ganz kurz sagen, welche Verabredungen wir hier für den Kreis getroffen haben. Wie wollen wir das hier im Kreis machen?;non_advance
Okay. Also wir respektieren uns gegenseitig. {Ganz schön} kompliziert. Was wollten wir noch? Was haben wir uns noch vorgenommen? ;non_advance
WIE könnte man jetzt die Idee weiterdenken? Denk mal weiter, was passiert dann;non_advance
Was heisst das, reflektieren? S11, guten Morgen! Was heisst reflektieren? Machen wir jede {Tab} Stunde. Was bedeutet das? Wenn wir reflektieren und nochmal über den tag sprechen, was bedeutet das ? S18, was machen wir dann? Wenn wir den Tag darüber reflektieren, am Ende?;non_advance
Genau, meinst du, dass wir die Begriffe zurück spiegeln sollen. An so nen Begriff nen Spiegel halten sollen und gucken sollen, was passiert?;non_advance
Man hat sich selber mal überlegt, was heisst das eigentlich: Zuhause? Was heisst das [eigentlich Zuhause?].;non_advance
Kann man so stehen lassen, aber man könnte auch überlegen, was ist denn Zuhause überhaupt? Darüber wollen wir heute nachdenken! Zuhause? Darüber denken wir heute nach. […] Was bedeutet das eigentlich: Zuhause? Was bedeutet das für dich: Zuhause? ;non_advance
Hast du noch spontan eine andere Idee, was für dich Zuhause bedeutet? Was bedeutet Zuhause für dich, S30. Hast du ne Idee?;non_advance
, Zuause, , . JA! Es ist lang. Es ist was? Also ein Haus ist {breit}.;non_advance
Also ein Haus ist {breit}. GROß, meinst du? Ein Zuhause muss groß sein?;non_advance
OKAY, also etwas, was dir vertraut ist, oder? Was man gut kennt ist das Zuhause? ;non_advance
Denk mal nach, was ist denn anders zwischen deinem Zuhause und deiner Schule? Was ist denn der Unterschied zwischen Zuhause und Schule zum Beispiel?;non_advance
 Was ist für dich Zuhause? Überleg mal,S26, Was macht euer neues Haus zu einem Zuhause? [...] Warum ist es denn dein Zuhause?;non_advance
Mama und Papa. Hm, Familie, oder?;non_advance
"Mhm. Vielleicht war das ein Astronaut, der, [der, ]-. [Oder ne Mumie]. Der, der, , festgesteckt. Mondbewohner.
Ein Mondbewohner?
Ein Mondmonster. Ein Mondzombie.";non_advance
Wer ist denn unser Planet? Wo sind wir hier?;non_advance
Und wie ist er auf dem Mond gelandet? Wie ist er dahin gekommen? S31.;non_advance
Was hat er nämlich gemacht? Was hat er gemacht? Was hat er gespielt, als es da saß?;non_advance
Und wenn du direkt etwas zu dem Kind sagen möchtest, das vor dir etwas gesagt hat, wenn du dich drauf beziehen möchtest, was machst du dann;non_advance
So, also was haben wir für Informationen in dem Film bekommen? Was wissen wir?;non_advance
WARUM ist der Pavian auf dem Mond? Warum ist er da?;non_advance
 wie heißt es, wie heißt es,  Dschungel, Dschungel, Dschungel. Nein nein, wie heißt es?;non_advance
Ja aber in diesem Film, warum gehört DIESER Pavian,in DIESEM Film, den wir gesehen haben, der dort sein Haus hat, der dort seine Arbeit hat, warum gehört er nicht auf den Mond? ;non_advance
 Es gibt ein Gruppenergebnis. Das heißt, es gibt pro Gruppe nur ein Arbeitsblatt.;non_advance
Ihr müsst euch auf eine Antwort einigen, ja? ;non_advance
Was bedeutet Zuhause? Wo fühlst du dich glücklich? Was gehört zu deinem Zuhause? Was bedeutet Zuhause? Wo fühlst du dich glücklich? Was gehört zu deinem Zuhause?;non_advance
Warum sind wir Gruppe zwei? Was? Wieso sind wir Gruppe zwei? ;non_advance
Irgendwie fehlt mir meine Feder (schaut in sein eigenes Etui).  die ist hingefallen. Was? Ja die ist hingefallen.;non_advance
Lass deine Finger von meinen Sachen (nimmt sein Etui weg). Ich hab es dir schon tausend mal gesagt. Du machst das auch immer. Hab ich dir schonmal gesagt. Du machst das auch immer. ;non_advance
So S1, was würdest du noch sagen? (Liest ab) Was gehört zu deinem Zuhause.  mein Spielzimmer (zu S2). Was? Mein Spielzimmer. ;non_advance
Hast du schlecht schon aufgeschrieben? Komisch, kannst du nochmal schreiben. Hast du schlecht aufgeschrieben?;non_advance
Was ist das? Was bedeutet Heimat? S5.;non_advance
Hat jemand zwei Zuhause und warum? S7? Nein. Ich möchte gerne wissen, ob UNTER euch jemand ist, der zwei Zuhause hat? S4.;non_advance
"Tante, Vater,  das wars.
Du hast ein Zuhause bei deinem Vater und ein Zuhause bei deiner Tante?";non_advance
"Also ich hab bei meiner Mama und bei meinem Papa.
Du hast ein Zuhause bei Papa und ein Zuhause bei deiner Mama? S14.";non_advance
Gehört er auf den Mond oder gehört er auf die Erde? Und versucht versucht das mal mit Beispielen aus dem Film zu begründen. Woran erkennst du das? Dass er auf den Mond oder dass er auf die Erde gehört?;non_advance
"Also  weil er geweint hat und .
Oh lauter.
Weil er in dem Film GEWEINT hat.";non_advance
Aber vielleicht wenn die, also wenn da eine Seuche oder so ist, dann würden die ja alle ausgestorben sein und nicht zur Erde zurück kommen.;non_advance
Auf dem Mond. Dann sind ja alle gestorben eher als wieder auf den Mond,  wieder auf die Erde zurück.;non_advance
 Was hatte er noch alles? Was hatte er noch alles auf dem Mond? S16. Er konnte ganz normal leben, aber dann gabs noch mehr. S20.;non_advance
Was war noch wie Zuhause? Was war noch wie Zuhause bei dem Pavian? [.] S20.;non_advance
Er hat Essen gemacht. Er hat sich in der Küche Kellogs gemacht. Aber der hat kein , kein gar nichts, kein Strom.;non_advance
Könnt ihr sein Gefühl vielleicht beschreiben? Das Gefühl, das er da hatte, als er auf dem Mond saß, sich die Erde anschaute und seine Trompete spielte. S3.;non_advance
Er hat den Mond zum Leuchten gebracht. Aber das stimmt gar nicht, dass der gar nicht, dass er gar keinen Strom hatte, weil er hat ja auch Licht angeschaltet;non_advance
Ein bisschen weitergefasst, wo ist er denn ZUHAUSE? WO IST DER, wo ist der Pavian Zuhause? S7.;non_advance
So ihr sollt in euren Gruppen jetzt gemeinsam sprechen und zwar, was ist für dich denn ZUHAUSE? Wo, wo gehörst du hin? Und ich habe, psst, ihr sollt in den Gruppen diskutieren, was ist für dich Zuhause? ;non_advance
Genau. Und kennt ihr das Wort, kennt ihr, wenn man auf dem Mond ist, aber eigentlich gerne auf die Erde möchte? S20.;non_advance
Beim diskutieren, beim diskutieren denkt daran, bezieht euch aufeinander, nehmt die Meinung des anderen an und auf und stellt dann eure eigene Meinung dar. ;non_advance
Ja wir haben, wir haben immer [die gleiche Meinung]. [DIE GLEICHE MEINUNG]. Ja wir haben uns auf eine Meinung geeinigt.;non_advance
Psst [.] Dann berichtet doch bitte mal aus euren Gruppen, was ihr besprochen habt, was da raus kam.;non_advance
Psst. So dann gehen wir da weiter. Was könnt, möchtet ihr ergänzen?;non_advance
"Und wenn ihr nicht das gleiche hattet, konntet ihr denn dann erklären warum das für dich wichtig ist?
Konnten die also nachvollziehen?";non_advance
Weiß nicht, irgendwie.  also ich hab mich, ich hab mich, ich weiß auch nicht. Also wie soll ich das sagen?;non_advance
 Du sollst als Collage darstellen. Collage heißt, du kannst mit Wörtern schreiben, mit Sätzen, du kannst aber auch Bilder malen, du kannst alles miteinander verbinden. ;non_advance
Also heute habe ich den Eindruck, dass es euch ganz schwer fällt den anderen zuzuhören. Also dass es heute VIELEN Kindern schwerfällt, ich weiß nicht warum;non_advance
Kannst du nochmal genau erklären, was ist jetzt eure, deine Aufgabe? S7.;non_advance
Wir haben das ja schon oft in der Klasse haben wir das ja schon oft erlebt, dass es jemandem nicht so gut geht und der hat das dann auch der Klasse mitgeteilt. ;non_advance
Also so schon wie in der Überschrift steht, der Pavian auf dem Mond, also der wird auf dem Mond sein und will halt auch aufe Erde. ;non_advance
Also, wir haben den Film auch mal angeguckt und da wollte der ja auch- hatte der , da, , da wollte der, hatte der, die ganze Zeit so auf der, auf DER ERDE  geguckt und ;non_advance
 , ich denke auch, ich schließe mich  eigentlich von den allen dreien auch an und dass der auch seine Familie sucht und eigentlich  garnicht weiss, wo er eiegtnlich herkomm;non_advance
Du sollst dich - auf dem Papier beantwortest du dann  die Fragen: wie kommt es deiner Meinung nach, dass der Pavian alleine auf dem Mond ist und was ist dem vielleicht passiert, dass er auf dem Mond ist. Ja? Wie ist er auf den Mond daraufgekommen.;non_advance
Was dann- richitg. S4, wie hast du den Arbeitsauftrag verstanden, was sollst du jetzt gleich machen?;non_advance
S1, was musst du jetzt auf dem weißen zettel- welche Fragen sollst du beantworten?;non_advance
WICHTIG ist auch immer,  dass du das, deine Vermutung, dass du das anhand des Filmes begründest;non_advance
 Ist da irgendwas im Film gewesen, wo du sagen kannst: genau an der Stelle hat der PAvian das gemacht und deswegen bin ich der Meinung, dass er da, wie er da alleine auf dem, - dass er alleine auf dem Mond  und da  keine anderen da bei ihm sind oder gibts überhaupt andere?;non_advance
Hast du noch eine Frage, möchtest du noch eine weitere Erklärung?;non_advance
We, weil PavION. Nein. PavIAN. Weil das Raumschiff explodiert ist?;non_advance
Dann haben wir noch. Dann haben wir hier noch eine andere Antwort;non_advance
Also ich, also meine Mienung ist, dass der Pavian zu der Erde gehört, weil er, er ist ja ein Affe und Affen gehören nicht zu dem Mond. , der Pavian gehört auf die Erde.;non_advance
Wegen ohne Klettern, , was sollen die machen, die haben dann keine große Beschäfti- oder - Beschäftigung. Beschäftigung und dann ja.;non_advance
Ich schließe mich s10`s und S11 seine Meinung an, weil,  S10 hatte auch recht damit mit der Trompete, weil er hat geräusche gemacht, dass die Leute das auf der Erde hören. HEREIN. Also ich schließe mich eigentlich S10 und S11`s Meinung an.;non_advance
Was habt ihr  daraufhin gemacht? Was haben wir denn- wie geht’s dann weiter?;non_advance
 Ich glaube der Film mit Igeln, der kam aus einem andern Land, der kam aus Littauen. ;non_advance
 Ich glaub heute der Film der heisst, zumindestens hat der einen englischen Titel. Ich glaube der heisst, ,  Baboon und {der} Moon. Baboon on the Moon. ;non_advance
"Ein Fabian ist ein Tier?
Pavian nicht Fabian.";non_advance
Eirgendein Papagei? , Vogel.;non_advance
Mhm, was meinst du mit was anderes? Also, dass der Pavian in eine andere Rolle schlüpft?;non_advance
Schauen wir mal. S19 noch und dann schauen wir mal.;non_advance
Weil man das so gesehen hat, also am Ende. Und er hat geweint. {ich denke} er hat geweint, weil er lieber auf der Erde wär. Lieber mit seinen Freunden.;non_advance
Die Sonne dreht sihc nicht, die Sonne ist und bleibt ruhig an ihrem Platz. Die dreht sihc nicht, wir drehen uns.;non_advance
 Wie steht ihr dazu, zu diesem Gedanken, dass er sich nach der Erde sehnt, dass er sein ZUHAUSE auf der Erde ist? Mhm? S26, wie stehst du dazu?;non_advance
Und hat auch schon beschrieben, wo sein Zuhause ist.  […] Was ist denn ein Zuhause?  Was ist ein Zuhause? ;non_advance
Für mich ist Zuhause da, wo meine, wo meine Eltern, also {allgemein}, wo meine Familie herkommt.  alleine auf der Welt.;non_advance
Kann sich ein Zuhause im Laufe des Lebens verändern? Ja, fertig. Ich hab dazu garkeine Idee. Kann sich denn zuhause im Laufe des Lebens verändern?;non_advance
Meins ist Zuhau- mein Zuhause ist mein PS4 Zimmer.;non_advance
Weil, wenn ich jetzt zum Beispiel umziehe- Wenn ich jetzt zum Beispiel morgen umziehe und morgen kann ich schon in das Haus leben und dann schlaf ich drin und dann zum Beispiel um 16:45 ziehen wir jetzt ein und dann 16:45 ist dann auch Zuhause.;non_advance
"So wir gucken heute wieder einen Film und der Film heißt, passt auf, der Pavian auf dem Mond.
Fabian?
Nein. Pa, Pavian, nicht Fabian.  ";non_advance
"The Baboon on the moon auf englisch. Hat jemand eine Idee? S14? Ein Pavian auf dem Mond. Baboon on the moon.
Keine Idee? S1.";non_advance
Was ist der Grund? Warum wollte er dahin?;non_advance
Wie kommt es, dass der Pavian alleine auf dem Mond ist. Was ist ihm passiert? Da steht nochma die Frage. Wie kommt es, dass der Pavian alleine auf dem Mond ist? Was ist ihm passiert?;non_advance
Die Wissenschaftler haben ihn auf den Mond geschickt, um zu sehen ob ein Lebe- ob ein Lebewesen auf dem Mond leben kann.;non_advance
Ein Tierversuchslabor in Hamburg. Vor Hamburg.;non_advance
Ok, schon wieder ein Mondtechniker. Ähnlich wie S2s oder?;non_advance
Die töten Tiere man.  Ja die töten Tiere echt.;non_advance
Ok, schon wieder ein Mondtechniker. Ähnlich wie S2s oder?;non_advance
 Ich glaube, dass der Pavian mit einer Rakete auf den Mond geflogen ist und die Rakete ohne ihn wieder zurückgefolgen ist. Ich glaube, dass der Pavian mit einer Rakete auf den Mond geflogen ist und die Rakete ohne ihn wieder losgeflogen ist.;non_advance
"Ich glaube, er wurde als Versuchs-Kanninchen auf den Mond geschickt.
Eher wohl Versuchs-Pavian? ";non_advance
 Wer kann mal so ein bisschen zusammenfassen, was ihr da jetzt so gesammelt habt? Was gibt es alles für für Möglichkeiten? Wer kann das mal alles ein bisschen zusammenfassen, S2, was gibt es alles?;non_advance
Und am besten begründen, mit den Filminformationen. Mit dem Film begründen, warum.;non_advance
Hast du,  Moment, haben wir Paviane auf der Erde gesehen? Also andere Paviane? Also kannst du das durch den Film begründen?;non_advance
ich hab von der Erde so ganz leise immer so ein bisschen Klaviermusik gehört , ganz bisschen Klavier war da.;non_advance
Ich könnte das begründen für dich.  Ich könnte das begründen.;non_advance
Häng mal auf. S2 nimm mal dran und häng auf.;non_advance
Ein Pavian bzw. Affe muss auf jeden Fall auf die Erde, da er dort Freunde bzw. Verwandte hat. ;non_advance
"Weil da sein Zuhause ist.
Du meinst sein Haus. Ja sein Haus.";non_advance
Also warum sagt S5, dass der Pavian, ihr müsst mal mitdenken gerade. Warum sagt S5, dass der Pavian sein Zuhause da hat?;non_advance
Meiner Meinung nach gehört der Pavian auf der Erde, weil er dort nicht einsam ist. DIE Erde.;non_advance
Ihr habt gleich in eurer Gruppe kurz Zeit den Pavian besser kennenzulernen. Und dem Pavian DREI Fragen zu stellen und die Fragen sollt ihr formulieren. Also ihr sollt einfach mal Fragen an den Pavian formulieren und das drei Stück, um was herauszufinden, was könnte man denn jetzt herausfinden wollen?;non_advance
Ich mache jetzt ein Tierquäler-Bild. Was? Ich mach jetzt ein Tierquäler-Bild. ;non_advance
Warum könnte man diese Frage stellen? Warum habt ihr die im Kopf?;non_advance
Warum wurdest du in den Mond geschick? IN den Mond?;non_advance
Ihr habt jetzt die Aufgabe in eurer Gruppe zu überlegen, also ihr selber sollt jetzt überlegen, also ihr denkt jetzt gar nicht mehr an den Affen an den Pavian. ;non_advance
Ihr habt jetzt die Aufgabe in eurer Gruppe zu überlegen, also ihr selber sollt jetzt überlegen, also ihr denkt jetzt gar nicht mehr an den Affen an den Pavian. S, warum hast du jetzt deinen Navigator da? Den brauchst du jetzt nicht. Ihr sollt jetzt für euch überlegen, was ist Zuhause für euch.;non_advance
Ihr sollt jetzt für euch überlegen, was ist Zuhause für euch. Was bedeutet Zuhause? ;non_advance
Ist das für ein Gegenstand, ist das für euch ein GEFÜHL, ist das ein Geruch, ein Geschmack?;non_advance
Ihr bekommt diese Frage, ihr bekommt hier so Leitfragen, die könnt ihr mit Notizen füllen. ;non_advance
 Hier sind so Fragen, wo fühlst du dich GLÜCKLICH, wäre die erste Frage. Wo fühlst du dich glücklich wäre die erste Frage. ;non_advance
Bei meiner Familie, das ist gut. Bei meiner Familie.;non_advance
Auch bei mir Zuhause, weil da alle sind. Auch die Familie? Also auch bei deiner Familie?;non_advance
"Ja. (Liest) Wenn du in den Ferien unterwegs bist, wohin möchtest du zurück kommen? Häh?
Lies nochmal vor bitte.
Wenn du in den Ferien unterwegs bist, wohin möchtest du zurück kommen? Achso wo ich nochmal hin will? Zuhause?";non_advance
S1 hast du auch schon etwas dazu gesagt, zu Familie gesagt?;non_advance
Merkmale des Ortes, den du als Zuhause betrachtest. Also das Haus, wo ihr wohnt oder euer Zimmer?;non_advance
Also das, was jeder so sagt. Genau, das was ihr alle so sagt.;non_advance
Familie, und- Familie und meine Nachbarschaft.;non_advance
 So wer hat denn mal ein paar Informationen zu, wo fühlst du dich glücklich? Was habt ihr da zusammen getragen, wo fühlt ihr euch glücklich? ;non_advance
 Ich hab gesagt, bei Familie und Freunden und S9 meinte in einer ihm vertrauten Wohnung. In? Das letzte habe ich nicht verstanden. In einer gut vertrauten Wohnung.;non_advance
Ah okay. S16 dich kann man jetzt auch nochmal fragen,  ist Zuhause für dich ein Ort? Ist das eine Wohnung?;non_advance
So ihr sollt, morgen oder übermorgen, nein übermorgen ist Samstag, Montag, machen wir mal in euren Gruppen eine Collage.;non_advance
, ich GLAUB, es kann- der Film kann so gemeint sein, dass man alleine nicht viel schaffen kann wie zusammen.;non_advance
 Also, wenn man jetzt von sozusagen Trauertränen so, , ausgeht, dann könnte man auch sagen, dass er,  [...] ja, dass er sozusagen FLIEHEN musste, sozusagen, weil die Welt nicht mehr bewohnbar ist oder so.;non_advance
WAS ist damit geMEINT? Was ist mit den Kompetenzen gemeint, wie könntet ihr auf, in der Gruppenarbeit gleich berücksichtigen. S4.;non_advance
, ist das jetzt gerade auf die [...] auf das CHATTEN mit denen [bezogen?];non_advance
Und was auch komisch is, auf der, auf dem Mond dürfte keine Atmosphäre herrschen und er geht einfach drüber, aber egal. Es ist weil, es ist halt auch irgendwo nur DARgestellt, ne?;non_advance
Ja, aber er fühl- also, ich würd sagen, er fühlt sich bei [...] auf beiden Planeten zu Hause. Ja.;non_advance
Diese, diesen, , TREIBstoff, den er da in diese Maschine gefüllt hat, das kann er ja zum Beispiel gar nich ANBAUen.;non_advance
Er, er hatt seine, er ist GERne da und hat seine Tätigkeit das letzte Mal gemacht und muss jetzt zurück auf die Erde.;non_advance
Es könnte aber auch sein, dass er das, , dass er- Und ist DAHER traurig und auf dem Mond lebt er gerne und alleine und er ist TRAUrig, weil er jetzt zurück zur Erde muss.;non_advance
Dann gehen wir in Gruppe zw- also, in Frage ZWEI über, Frage drei, gehen wir einmal durch. ;non_advance
Nein, weil er alleine ist und immer, , alles selber machen muss, dasSELBE auch immer machen muss.;non_advance
Dass man halt immer das glei- ja, routiniert, dass man immer das gleiche macht und dass man sozusagen nich daraus kommt?;non_advance
Also, wenn man Angst zu Hause hat, also, wenn man Angst hat zu HAUSE zu sein. Wo fühlen sie sich zu Hause, oder wo sie geboren wurden?;non_advance
ALso, WIR HABEN als Definition von- WIR haben, , als Definition von Zuhause aufgeschrieben: Zuhause ist da, wo man sich wohlfühlt, oder auch, , doof gesagt, zu Hause fühlt.;non_advance
Er hat die Erde vermisst. Er hat die {Erde} vermisst.;non_advance
Was ist für euch Zuhause? Also, wie fühlt ihr euch, wenn ihr nachhause kommt? Was ist, was ist das dann für euch, statt {reinzugehen} Zuhause, also was ist euer persönliches Denken über euer Zuhause? ;non_advance
Unser Code funktioniert nicht. Der Code funktioniert nicht. ;non_advance
Marotten sind so Angewohnheiten. Schlechte Angewohnheiten. Auch gute Angwohnheiten. ;non_advance
Uff ich wollte das Baboon to the Moon. Das heisst ON the Moon;non_advance
Ich versteh nicht was passiert, wenn der im Ding drinne ist?  Ich frag mich, [was macht er in diesem Ding drinne?] Wisst ihr vielleicht was er in diesem Ding drinne macht? Was er wo macht? ;non_advance
 Wovon erzählt der Film?[..][Was ist der PLOTT der Geschichte? Was ist das Thema des Films?;non_advance
"Die allgemeine Mit-Menschen, wo man...man  sich kommunizieren kann und so.
Das man sich?
Das man sich kommunizieren.";non_advance
"...weil er ist ja allein und einsam dort oben Er vermisst Unterhaltung.
LAUTER!
Er vermisst Unterhaltung!";non_advance
Das er sich mit irgendwelchen anderen Leuten austauschen beziehungsweise einfach mit anderen Leuten reden kann.;non_advance
 Was soll seine Botschaft sein, seine Idee dahinter war. Was will er denn mit dem Film mitgeben den Betrachtern? ;non_advance
Stellst ne Verbindung her, stellst ne Verbindung her zu dem Film. Ich glaub mir fehlt noch  die Schlüssigkeit deines Gedankens,fehlt mir noch.;non_advance
Wie könnte man, wie [nennt ihr denn eure Unterkunft], die Ihr habt?;non_advance
"[Zuhause.
WAS?
Zuhause.";non_advance
ich hätte vielleicht noch eine Idee, was damit gemeint sein könnte und zwar  wie social media die Welt verändert hat und zwar bezieht sich das darauf  ich bezieh mich jetzt auf einen ko-ko-konventionellen Spruch den es gibt und zwar „Du lebst doch hinterm Mond“ – wenn man etwas nicht kennt-;non_advance
 und das Zuhause, das gezeigt wird das verknüpft sich gut mit den anderen Aussagen. Das Zuhause, das gezeigt wird  er erkennt…ES erkennt-;non_advance
Ich sag auch immer ER, hört sich blöd an  ES jaja. ;non_advance
Er ist allein und er ist ausgeschlossen..willst Du das sagen?;non_advance
 Du sagst Zuhause ist für dich alleine zu sein? NICHT alleine zu sein! Also, wenn man Zuhause ist, dann ist man nicht alleine und einsam;non_advance
Ich möchte irgendwann bei Dir…S2, ich möchte irgendwann bei Dir Schreibunterricht haben.;non_advance
Zuhause ist da wo wir akzeptiert werden Ich habs nicht verstanden Zuhause ist da wo man akzeptiert wird!;non_advance
Darf ich mal  […].ach Du hattest Dich gemeldet, sorry hab ich nicht gesehen S dann noch;non_advance
Die wurden nicht auf den Mond geschickt! Aber die wurden ins Weltall gesch[ickt]! [Ins Weltall] [INS] Weltall, aber nicht auf den Mond. [] wo die gefunden wurden.;non_advance
Ich glaub es soll einfach nur zeigen, dass er da ein Leben hat das er einfach leben kann.;non_advance
Was bedeutet es eigentlich ein Zuhause zu haben. Also was was gehört dazu? Reicht es ein Bett zu haben und vielleicht ein Poster an der Wand? Ist das dann schon automatisch ein Zuhause oder was gehört eigentlich dazu.;non_advance
, die Bettdecke. Da war ein Zebramuster auf der Bettdecke zu sehen. Haben Sie das gesehen? [...] Die BEttdecke, mit der er sich zugedeckt hatte, das war ein Zebramuster, ne?;non_advance
, also wäre ihr-, können Sie nochmal Ihre Bedeutung des Films zusammenfassen?;non_advance
Okay, hätte jemand noch eine andere, Sie hatten ja eigentlich schon direkt gedeutet, S14, ne;non_advance
Von der De-, von der Deutung her würde ich sagen, dass es vielleicht darum geht, dass manche Sachen, die wir als selbstverständlich erachten, die vielleicht andere Hintergründe haben, die wir selbst so garnicht richtig mitkriegen oder nicht genug drauf achten nd, das, dass für die LEute, die das machen vielleicht nicht so schön ist.;non_advance
Also wenn Menschen in besondere Rollen hineingesetzt werden, dass meinen Sie? Das dieser Pavian jetzt auf dem Mond ist, obwohl er das eigentlich nicht so gerne macht?;non_advance
] Konnte jemand die Interpretation von S14, ich hatte Si enämlich Anfangs so verstanden, dass Sie sagen, also der arme Pavian, der muss da auf dem Mond leben, ja eigentlich kommt der da ja garnicht her, eigentlich kommte der ja aus Mali. , dass vielleicht so in die Richtung gehen kann? War das auch so erst Ihr Gedanke, oder? [Also] so hatte ich Sie jetzt Anfangs verstanden.;non_advance
Also Zuhause muss nicht da sein, wo ich unbedingt herkomme. Ja . Ich meine bei {meiner Mutter}, aber richtig Zuhause ich bin in meiner Wohnung, weil da ist ja alles so, wie ich will;non_advance
